name,dice_class_1,hd95_class_1,assd_class_1,iou_class_1,precision_class_1,recall_class_1,dice_class_2,hd95_class_2,assd_class_2,iou_class_2,precision_class_2,recall_class_2,dice_class_3,hd95_class_3,assd_class_3,iou_class_3,precision_class_3,recall_class_3,dice_avg,hd95_avg,assd_avg,iou_avg,precision_avg,recall_avg
CAD_149.nii.gz,0.372413784,16.0466404,0.562847972,0.228813559,0.820093453,0.24090597,0,0,0,0,,,0,0,0,0,,,0.124137928,5.348880132,0.187615991,0.076271186,,
CAD_150.nii.gz,0.243720934,15.09635067,0.303050756,0.138771191,1,0.138771191,0,0,0,0,,,0,0,0,0,,,0.081240311,5.03211689,0.101016919,0.046257064,,
CAD_151.nii.gz,0.588139176,3.605551243,0.915910244,0.416570187,0.968101442,0.422367543,0,0,0,0,,,0,0,0,0,,,0.196046392,1.201850414,0.305303415,0.138856729,,
CAD_152.nii.gz,0.632028461,2.177051067,0.284323812,0.462018728,0.914521098,0.482871115,0,0,0,0,,,0,0,0,0,,,0.210676154,0.725683689,0.094774604,0.154006243,,
CAD_153.nii.gz,0.320600271,14.1985302,0.742248535,0.190901712,0.932539701,0.193574965,0,0,0,0,,,0,0,0,0,,,0.106866757,4.732843399,0.247416178,0.063633904,,
CAD_155.nii.gz,0.313883305,11.32232189,4.527373791,0.186157525,0.346666664,0.286764711,0,0,0,0,,,0,0,0,0,,,0.104627768,3.774107297,1.509124597,0.062052508,,
CAD_159.nii.gz,0.394946814,8.484462738,3.133532286,0.246064618,0.352313161,0.449319214,0,0,0,0,,,0,0,0,0,,,0.131648938,2.828154246,1.044510762,0.082021539,,
CAD_160.nii.gz,0.521149695,8.145497322,1.267234564,0.352401912,0.888170063,0.3687644,0,0,0,0,,,0,0,0,0,,,0.173716565,2.715165774,0.422411521,0.117467304,,
CAD_162.nii.gz,0.732394338,16.99374962,2.736334801,0.577777803,0.795107007,0.678851187,0,0,0,0,,,0,0,0,0,,,0.244131446,5.664583206,0.9121116,0.192592601,,
CAD_167.nii.gz,0.124147341,25.81858444,9.47078228,0.066181816,0.067557536,0.764705896,0,0,0,0,,,0,0,0,0,,,0.041382447,8.606194814,3.156927427,0.022060605,,
CAD_170.nii.gz,0.623814523,2.23606801,1.227788925,0.453292489,0.961038947,0.461778462,0,0,0,0,,,0,0,0,0,,,0.207938174,0.745356003,0.409262975,0.151097496,,
CAD_171.nii.gz,0.733653247,2,1.175654292,0.579346299,0.950271964,0.597459674,0,0,0,0,,,0,0,0,0,,,0.244551082,0.666666667,0.391884764,0.193115433,,
CAD_174.nii.gz,0.196308732,61.10032654,28.93724251,0.10883721,0.162726015,0.247357294,0,0,0,0,,,0,0,0,0,,,0.065436244,20.36677551,9.645747503,0.03627907,,
CAD_175.nii.gz,0.279985547,5.19615221,1.66765666,0.162780926,0.630081296,0.179981425,0,0,0,0,,,0,0,0,0,,,0.093328516,1.732050737,0.555885553,0.054260309,,
CAD_178.nii.gz,0.510272324,14.89966488,2.367954731,0.34252727,0.829192519,0.368530035,0,0,0,0,,,0,0,0,0,,,0.170090775,4.96655496,0.789318244,0.114175757,,
CAD_182.nii.gz,0.607220232,14.34223747,2.052694321,0.435977191,0.869700074,0.46644482,0,0,0,0,,,0,0,0,0,,,0.202406744,4.780745824,0.68423144,0.14532573,,
CAD_183.nii.gz,0.764345407,19.78627205,3.052760601,0.618575275,0.823529422,0.713097692,0,0,0,0,,,0,0,0,0,,,0.254781802,6.595424016,1.017586867,0.206191758,,
CAD_189.nii.gz,0.678820908,3.162277699,0.497459769,0.51379931,0.900135577,0.54485774,0,0,0,0,,,0,0,0,0,,,0.226273636,1.054092566,0.165819923,0.171266437,,
CAD_205.nii.gz,0.450150669,3.162277699,0.766556621,0.29044801,0.91626668,0.2983675,0,0,0,0,,,0,0,0,0,,,0.150050223,1.054092566,0.255518874,0.096816003,,
CAD_209.nii.gz,0.588235319,2.828427076,0.594754159,0.416666657,1,0.416666657,0,0,0,0,,,0,0,0,0,,,0.19607844,0.942809025,0.198251386,0.138888886,,
CAD_213.nii.gz,0.770973265,2.23606801,0.715401113,0.627303839,0.95221591,0.6476928,0,0,0,0,,,0,0,0,0,,,0.256991088,0.745356003,0.238467038,0.20910128,,
CAD_218.nii.gz,0.722082257,4,1.303982973,0.565046012,0.986032963,0.569604993,0,0,0,0,,,0,0,0,0,,,0.240694086,1.333333333,0.434660991,0.188348671,,
CAD_219.nii.gz,0.607111871,2.449489832,0.653944075,0.435865492,0.993847609,0.43704474,0,0,0,0,,,0,0,0,0,,,0.202370624,0.816496611,0.217981358,0.145288497,,
CAD_222.nii.gz,0.427173823,3.31662488,0.580708444,0.271596313,0.955028594,0.275114834,0,0,0,0,,,0,0,0,0,,,0.142391274,1.105541627,0.193569481,0.090532104,,
CAD_224.nii.gz,0.765866518,2.23606801,0.989643812,0.620570302,0.983114421,0.627255976,0,0,0,0,,,0,0,0,0,,,0.255288839,0.745356003,0.329881271,0.206856767,,
CAD_225.nii.gz,0.458959401,3.31662488,0.879565716,0.297824323,0.974683523,0.300146163,0,0,0,0,,,0,0,0,0,,,0.152986467,1.105541627,0.293188572,0.099274774,,
CAD_226.nii.gz,0.40654844,12.36322117,2.756718636,0.255136997,0.616977215,0.303153604,0,0,0,0,,,0,0,0,0,,,0.135516147,4.121073723,0.918906212,0.085045666,,
CAD_227.nii.gz,0.484910131,3.162277699,1.1138165,0.320053726,1,0.320053726,0,0,0,0,,,0,0,0,0,,,0.16163671,1.054092566,0.371272167,0.106684575,,
CAD_228.nii.gz,0.381679386,4.123105526,1.201946974,0.235849053,0.970873773,0.237529695,0,0,0,0,,,0,0,0,0,,,0.127226462,1.374368509,0.400648991,0.078616351,,
CAD_230.nii.gz,0.216603264,4.242640495,0.201902971,0.121455461,0.98775512,0.121638604,0,0,0,0,,,0,0,0,0,,,0.072201088,1.414213498,0.06730099,0.040485154,,
CAD_232.nii.gz,0.183599412,17.9011116,0.505012274,0.101078704,0.996062994,0.101119101,0,0,0,0,,,0,0,0,0,,,0.061199804,5.967037201,0.168337425,0.033692901,,
CAD_233.nii.gz,0.406986326,4.123105526,0.933508992,0.255481988,0.8540802,0.267142534,0,0,0,0,,,0,0,0,0,,,0.135662109,1.374368509,0.311169664,0.085160663,,
CAD_234.nii.gz,0.684142113,2,0.503881335,0.519920945,0.957163036,0.532307029,0,0,0,0,,,0,0,0,0,,,0.228047371,0.666666667,0.167960445,0.173306982,,
CAD_235.nii.gz,0.433088899,27.12192345,6.089823246,0.276396602,0.715909064,0.310446769,0,0,0,0,,,0,0,0,0,,,0.144362966,9.040641149,2.029941082,0.092132201,,
CAD_238.nii.gz,0.649145842,6.324555397,1.172160149,0.480544746,0.86464411,0.51963532,0,0,0,0,,,0,0,0,0,,,0.216381947,2.108185132,0.39072005,0.160181582,,
CAD_239.nii.gz,0.564593315,3.741657495,0.484054953,0.393333346,0.944687068,0.402605444,0,0,0,0,,,0,0,0,0,,,0.188197772,1.247219165,0.161351651,0.131111115,,
CAD_241.nii.gz,0.697830558,2,0.279928207,0.535898447,0.9067114,0.567170441,0,0,0,0,,,0,0,0,0,,,0.232610186,0.666666667,0.093309402,0.178632816,,
CAD_242.nii.gz,0.678195715,4,1.290809631,0.513083279,0.996206343,0.514087737,0,0,0,0,,,0,0,0,0,,,0.226065238,1.333333333,0.430269877,0.17102776,,
CAD_246.nii.gz,0.661839247,4.358899117,0.714429438,0.494588733,0.831665158,0.549609125,0,0,0,0,,,0,0,0,0,,,0.220613082,1.452966372,0.238143146,0.164862911,,
CAD_247.nii.gz,0.626913786,6.164413929,0.817062914,0.456572771,0.878599644,0.487316012,0,0,0,0,,,0,0,0,0,,,0.208971262,2.054804643,0.272354305,0.152190924,,
CAD_249.nii.gz,0.656450331,3,0.873663723,0.488594055,0.914796233,0.511888802,0,0,0,0,,,0,0,0,0,,,0.218816777,1,0.291221241,0.162864685,,
CAD_250.nii.gz,0.522327483,3.31662488,0.655593693,0.353479862,0.960198998,0.358736068,0,0,0,0,,,0,0,0,0,,,0.174109161,1.105541627,0.218531231,0.117826621,,
CAD_251.nii.gz,0.457127541,5.099019527,0.636059999,0.296283424,0.925162673,0.303558707,0,0,0,0,,,0,0,0,0,,,0.152375847,1.699673176,0.21202,0.098761141,,
CAD_252.nii.gz,0.286590695,7.382180691,0.518903494,0.167263433,1,0.167263433,0,0,0,0,,,0,0,0,0,,,0.095530232,2.460726897,0.172967831,0.055754478,,
CAD_255.nii.gz,0.622364223,23.17325974,5.191737652,0.451762527,0.668038428,0.582535863,0,0,0,0,,,0,0,0,0,,,0.207454741,7.724419912,1.730579217,0.150587509,,
CAD_258.nii.gz,0.389013648,4,1.111199856,0.241475448,0.941471577,0.245155677,0,0,0,0,,,0,0,0,0,,,0.129671216,1.333333333,0.370399952,0.080491816,,
CAD_262.nii.gz,0.740917206,3.162277699,0.778961301,0.588457882,0.982622445,0.594646275,0,0,0,0,,,0,0,0,0,,,0.246972402,1.054092566,0.259653767,0.196152627,,
CAD_265.nii.gz,0.494934142,6.782330036,1.042489171,0.328845501,0.756777704,0.367707938,0,0,0,0,,,0,0,0,0,,,0.164978047,2.260776679,0.34749639,0.109615167,,
CAD_269.nii.gz,0.48618421,2.828427076,0.488386959,0.321164697,0.972368419,0.324122816,0,0,0,0,,,0,0,0,0,,,0.162061403,0.942809025,0.162795653,0.107054899,,
CAD_283.nii.gz,0.537427068,6.324555397,1.281804562,0.367453158,0.923680782,0.378958672,0,0,0,0,,,0,0,0,0,,,0.179142356,2.108185132,0.427268187,0.122484386,,
CAD_284.nii.gz,0.494186044,9.219544411,1.864330769,0.32818532,0.703309715,0.3809219,0,0,0,0,,,0,0,0,0,,,0.164728681,3.07318147,0.62144359,0.109395107,,
CAD_286.nii.gz,0.69477284,3.162277699,1.003616691,0.532300293,0.99454546,0.533858836,0,0,0,0,,,0,0,0,0,,,0.231590947,1.054092566,0.334538897,0.177433431,,
CAD_288.nii.gz,0.241512343,15.03329659,0.934178174,0.137340933,0.948484838,0.138373122,0,0,0,0,,,0,0,0,0,,,0.080504114,5.011098862,0.311392725,0.045780311,,
CAD_289.nii.gz,0.488283128,3.31662488,0.692723811,0.32299906,0.960489154,0.3273485,0,0,0,0,,,0,0,0,0,,,0.162761043,1.105541627,0.230907937,0.107666353,,
CAD_290.nii.gz,0.533711433,4.123105526,0.858453751,0.363987952,0.866643906,0.385584205,0,0,0,0,,,0,0,0,0,,,0.177903811,1.374368509,0.28615125,0.121329317,,
CAD_291.nii.gz,0.377184927,2.828427076,0.476288795,0.232426301,0.997566938,0.232558146,0,0,0,0,,,0,0,0,0,,,0.125728309,0.942809025,0.158762932,0.077475434,,
CAD_292.nii.gz,0.551507533,3.162277699,0.295877427,0.380745888,0.969094932,0.385425806,0,0,0,0,,,0,0,0,0,,,0.183835844,1.054092566,0.098625809,0.126915296,,
CAD_294.nii.gz,0.388535023,6.164413929,0.38427636,0.241106719,0.907063186,0.247213781,0,0,0,0,,,0,0,0,0,,,0.129511674,2.054804643,0.12809212,0.080368906,,
CAD_295.nii.gz,0.217737004,17.12450409,0.65720892,0.122168839,0.827906966,0.125352114,0,0,0,0,,,0,0,0,0,,,0.072579001,5.70816803,0.21906964,0.040722946,,
CAD_297.nii.gz,0.319785625,5.19615221,0.760052681,0.190324292,0.949602127,0.192266375,0,0,0,0,,,0,0,0,0,,,0.106595208,1.732050737,0.253350894,0.063441431,,
CAD_306.nii.gz,0.614691317,9.433980942,1.993532777,0.443721533,0.693089426,0.552226722,0,0,0,0,,,0,0,0,0,,,0.204897106,3.144660314,0.664510926,0.147907178,,
CAD_310.nii.gz,0.397783607,9.539392471,0.598407507,0.248270839,0.985549152,0.249177933,0,0,0,0,,,0,0,0,0,,,0.132594536,3.17979749,0.199469169,0.082756946,,
CAD_313.nii.gz,0.439607739,7.632116318,0.662541747,0.281728983,0.918269217,0.288975149,0,0,0,0,,,0,0,0,0,,,0.146535913,2.544038773,0.220847249,0.093909661,,
CAD_315.nii.gz,0.212362096,5.099019527,0.735753655,0.118794806,0.931009948,0.119849846,0,0,0,0,,,0,0,0,0,,,0.070787365,1.699673176,0.245251218,0.039598269,,
CAD_316.nii.gz,0.734309494,3,0.453480244,0.580165088,0.98131758,0.586644709,0,0,0,0,,,0,0,0,0,,,0.244769831,1,0.151160081,0.193388363,,
EMC007.nii.gz,0.621667206,24.91987228,3.290776253,0.451028407,0.805069923,0.506322145,0,0,0,0,,,0,0,0,0,,,0.207222402,8.306624095,1.096925418,0.150342802,,
EMC009.nii.gz,0.736910224,3.31662488,0.688924015,0.583418727,0.985823274,0.588354945,0,0,0,0,,,0,0,0,0,,,0.245636741,1.105541627,0.229641338,0.194472909,,
EMC010.nii.gz,0.500445664,14.97328854,0.364191264,0.333729625,0.999491334,0.333786309,0,0,0,0,,,0,0,0,0,,,0.166815221,4.991096179,0.121397088,0.111243208,,
EMC011.nii.gz,0.230880231,50.85002136,15.3799181,0.130505711,0.143884897,0.583941579,0,0,0,0,,,0,0,0,0,,,0.076960077,16.95000712,5.126639366,0.043501904,,
EMC012.nii.gz,0.682560623,4.898979664,0.803861439,0.518096387,0.999832094,0.518141448,0,0,0,0,,,0,0,0,0,,,0.227520208,1.632993221,0.267953813,0.172698796,,
EMC014.nii.gz,0.404255331,4.242640495,0.728002548,0.25333333,0.992054462,0.253848374,0,0,0,0,,,0,0,0,0,,,0.134751777,1.414213498,0.242667516,0.084444443,,
EMC018.nii.gz,0.515070915,31.63858414,7.611834049,0.346865684,0.421625555,0.661731184,0,0,0,0,,,0,0,0,0,,,0.171690305,10.54619471,2.537278016,0.115621895,,
EMC021.nii.gz,0.624480247,55.5827713,13.28821373,0.453995854,0.626270533,0.622700155,0,0,0,0,,,0,0,0,0,,,0.208160082,18.52759043,4.429404577,0.151331951,,
EMC024.nii.gz,0.159647405,53.39475632,20.58821487,0.086748272,0.130783632,0.204859659,0,0,0,0,,,0,0,0,0,,,0.053215802,17.79825211,6.862738291,0.028916091,,
EMC030.nii.gz,0.684852839,23.86628914,3.595745564,0.520742357,0.62109375,0.763199985,0,0,0,0,,,0,0,0,0,,,0.22828428,7.955429713,1.198581855,0.173580786,,
EMC033.nii.gz,0.251851857,42.32844162,12.56909943,0.144067794,0.150632918,0.767741919,0,0,0,0,,,0,0,0,0,,,0.083950619,14.10948054,4.189699809,0.048022598,,
EMC034.nii.gz,0.63257575,46.03698349,5.625848293,0.462603867,0.817025423,0.516069233,0,0,0,0,,,0,0,0,0,,,0.210858583,15.34566116,1.875282764,0.154201289,,
EMC036.nii.gz,0.588900447,10.67707825,1.781033278,0.417334467,0.929981232,0.430873066,0,0,0,0,,,0,0,0,0,,,0.196300149,3.559026082,0.593677759,0.139111489,,
EMC040.nii.gz,0.651524186,7.996363163,1.349085212,0.483156025,0.720899463,0.594329357,0,0,0,0,,,0,0,0,0,,,0.217174729,2.665454388,0.449695071,0.161052008,,
EMC041.nii.gz,0.697107196,13.68745518,3.766522408,0.535045683,0.820427239,0.606015801,0,0,0,0,,,0,0,0,0,,,0.232369065,4.562485059,1.255507469,0.178348561,,
EMC043.nii.gz,0.595909894,5,0.842688262,0.424410015,0.770415008,0.485859007,0,0,0,0,,,0,0,0,0,,,0.198636631,1.666666667,0.280896087,0.141470005,,
EMC045.nii.gz,0.457583547,8.306623459,1.042630434,0.296666652,0.820567369,0.317247063,0,0,0,0,,,0,0,0,0,,,0.152527849,2.768874486,0.347543478,0.098888884,,
EMC047.nii.gz,0.317800283,48.80573654,12.26636887,0.18891947,0.213203877,0.623863637,0,0,0,0,,,0,0,0,0,,,0.105933428,16.26857885,4.088789622,0.062973157,,
EMC049.nii.gz,0.152466372,8.413816452,0.816134214,0.08252427,0.944444418,0.082926832,0,0,0,0,,,0,0,0,0,,,0.050822124,2.804605484,0.272044738,0.02750809,,
EMC065.nii.gz,0.417044431,10.86278057,2.062603474,0.263459325,0.833333313,0.278113663,0,0,0,0,,,0,0,0,0,,,0.13901481,3.620926857,0.687534491,0.087819775,,
EMC068.nii.gz,0.655592442,3.464101553,0.725278974,0.487644166,0.870588243,0.525754869,0,0,0,0,,,0,0,0,0,,,0.218530814,1.154700518,0.241759658,0.162548055,,
EMC071.nii.gz,0.685828328,2.23606801,0.528148174,0.521871209,0.887625933,0.558790028,0,0,0,0,,,0,0,0,0,,,0.228609443,0.745356003,0.176049391,0.17395707,,
EMC073.nii.gz,0.227808326,10.80507278,0.71235621,0.128546104,0.732323229,0.134883717,0,0,0,0,,,0,0,0,0,,,0.075936109,3.601690928,0.23745207,0.042848701,,
EMC075.nii.gz,0.537243724,6.082762718,0.676655173,0.367281765,0.81049335,0.401785702,0,0,0,0,,,0,0,0,0,,,0.179081241,2.027587573,0.225551724,0.122427255,,
EMC076.nii.gz,0.687871575,5,0.970750868,0.52424103,0.849330127,0.577994227,0,0,0,0,,,0,0,0,0,,,0.229290525,1.666666667,0.323583623,0.17474701,,
EMC077.nii.gz,0.18739903,81.97058868,40.85508347,0.103386812,0.133640558,0.313513517,0,0,0,0,,,0,0,0,0,,,0.062466343,27.32352956,13.61836116,0.034462271,,
EMC083.nii.gz,0.147597551,14.24780655,5.349573612,0.07967899,0.114262231,0.208395809,0,0,0,0,,,0,0,0,0,,,0.049199184,4.74926885,1.783191204,0.026559663,,
EMC087.nii.gz,0.469936162,5.099019527,1.222023487,0.307134986,1,0.307134986,0,0,0,0,,,0,0,0,0,,,0.156645387,1.699673176,0.407341162,0.102378329,,
EMC091.nii.gz,0.768482089,9.84885788,0.886668205,0.624012113,0.99656707,0.625356376,0,0,0,0,,,0,0,0,0,,,0.256160696,3.282952627,0.295556068,0.208004038,,
EMC092.nii.gz,0.710555375,9.05538559,0.681017876,0.551055312,0.945436776,0.569155991,0,0,0,0,,,0,0,0,0,,,0.236851792,3.018461863,0.227005959,0.183685104,,
EMC097.nii.gz,0.269700527,13.15294647,0.423299491,0.155869275,1,0.155869275,0,0,0,0,,,0,0,0,0,,,0.089900176,4.384315491,0.14109983,0.051956425,,
EMC101.nii.gz,0.769511998,24.46620941,4.187819481,0.625371456,0.742268026,0.798832119,0,0,0,0,,,0,0,0,0,,,0.256503999,8.155403137,1.395939827,0.208457152,,
EMC121.nii.gz,0.583919942,93.41199493,17.72774315,0.412349552,0.549895346,0.622432888,0,0,0,0,,,0,0,0,0,,,0.194639981,31.13733164,5.909247716,0.137449851,,
EMC122.nii.gz,0.78646934,2,0.310849458,0.648083627,0.979978919,0.656779647,0,0,0,0,,,0,0,0,0,,,0.262156447,0.666666667,0.103616486,0.216027876,,
EMC157.nii.gz,0.036581311,45.21504211,26.79223442,0.018631436,0.019130435,0.416666657,0,0,0,0,,,0,0,0,0,,,0.01219377,15.0716807,8.930744807,0.006210479,,
IU_1.nii.gz,0.202702701,52.16986084,15.47430229,0.112781957,0.157894731,0.283018857,0,0,0,0,,,0,0,0,0,,,0.067567567,17.38995361,5.158100764,0.037593986,,
IU_12.nii.gz,0.526777864,4.358899117,0.520796537,0.357568532,0.911854088,0.370370358,0,0,0,0,,,0,0,0,0,,,0.175592621,1.452966372,0.173598846,0.119189511,,
IU_13.nii.gz,0.77831471,53.81820679,4.34027338,0.637082815,0.932344437,0.66796267,0,0,0,0,,,0,0,0,0,,,0.259438237,17.93940226,1.446757793,0.212360938,,
IU_15.nii.gz,0.190476194,14.57646751,8.592679024,0.105263159,0.270270258,0.14705883,0,0,0,0,,,0,0,0,0,,,0.063492065,4.858822505,2.864226341,0.03508772,,
IU_16.nii.gz,0.592746139,114.494545,18.51699448,0.421207666,0.565217376,0.623093665,0,0,0,0,,,0,0,0,0,,,0.197582046,38.16484833,6.172331492,0.140402555,,
IU_18.nii.gz,0.618635416,3,1.03263855,0.447843701,0.917673707,0.466589868,0,0,0,0,,,0,0,0,0,,,0.206211805,1,0.34421285,0.149281234,,
IU_19.nii.gz,0.296450943,14.1615181,2.038000584,0.174019605,0.747368395,0.184895828,0,0,0,0,,,0,0,0,0,,,0.098816981,4.720506032,0.679333528,0.058006535,,
IU_2.nii.gz,0.286020517,7.141428471,0.584946454,0.166875109,0.999464929,0.166890025,0,0,0,0,,,0,0,0,0,,,0.095340172,2.380476157,0.194982151,0.055625036,,
IU_21.nii.gz,0.316985041,10.29563046,2.271834373,0.188343555,0.756157637,0.200522527,0,0,0,0,,,0,0,0,0,,,0.10566168,3.431876818,0.757278124,0.062781185,,
IU_23.nii.gz,0.530049264,5.099019527,0.869850457,0.360589802,0.820121944,0.391557485,0,0,0,0,,,0,0,0,0,,,0.176683088,1.699673176,0.289950152,0.120196601,,
IU_26.nii.gz,0.239651412,99.32515717,19.2133007,0.136138618,0.15610218,0.515625,0,0,0,0,,,0,0,0,0,,,0.079883804,33.10838572,6.404433568,0.045379539,,
IU_3.nii.gz,0.550541222,8.957210541,0.640353262,0.379825354,0.932844222,0.390503198,0,0,0,0,,,0,0,0,0,,,0.183513741,2.985736847,0.213451087,0.126608451,,
IU_31.nii.gz,0.448390663,2.862733364,0.595695257,0.288984269,0.808000028,0.310291857,0,0,0,0,,,0,0,0,0,,,0.149463554,0.954244455,0.198565086,0.09632809,,
